,Avg. Weighted Price (P ̅),Avg Weighted Time Savings,Willingness to Pay ($/hr),,,,
I-394 Morning,1.6546062361258222,1.672639416,59.35312370251434,,,,
I-394 Afternoon,0.6161827764650651,0.777016166,47.58069163248774,,,,
I-35W Morning,1.8137346804464622,2.8718774747999865,37.89300963627178,,,,
I-35W Afternoon,1.2741266585805082,1.223914373,62.46155875058957,,,,
